microns transmission
0.39914999389648437 3.3008220270858144e-07
0.40014999389648437 2.0499432465983758e-07
0.40114999389648437 1.3662145620645875e-07
0.40214999389648437 1.0729414824852926e-07
0.40314999389648437 1.1187681516015383e-07
0.40414999389648437 8.513538290837945e-08
0.4051499938964844 9.808885665090688e-08
0.4061499938964844 1.320693327884944e-07
0.4071499938964844 1.4702010717096118e-07
0.4081499938964844 9.762590692099751e-08
0.4091499938964844 7.613634867552498e-08
0.4101499938964844 1.1512528441867985e-07
0.4111499938964844 6.590775286794167e-07
0.4121499938964844 2.0526462433028627e-06
0.4131499938964844 6.0875945685741805e-06
0.4141499938964844 1.2310415752128593e-05
0.4151499938964844 1.9484465786566335e-05
0.4161499938964844 2.457324350770149e-05
0.4171499938964844 2.6966804483284553e-05
0.4181499938964844 2.8034045567942987e-05
0.4191499938964844 2.906457469281223e-05
0.4201499938964844 3.019448576702012e-05
0.4211499938964844 2.9220857864452735e-05
0.4221499938964844 2.4981774234523376e-05
0.4231499938964844 1.7818467717410793e-05
0.4241499938964844 1.0302123038046476e-05
0.4251499938964844 4.67477623412075e-06
0.4261499938964844 1.592800053913379e-06
0.4271499938964844 4.944598610260679e-07
0.4281499938964844 1.5594464571222492e-07
0.4291499938964844 1.1937345459875655e-07
0.4301499938964844 1.4178709154618237e-07
0.4311499938964844 1.5608460290768752e-07
0.4321499938964844 1.4645359516525976e-07
0.4331499938964844 1.0507999134625993e-07
0.4341499938964844 7.95192744639116e-08
0.4351499938964844 1.0619418248363704e-07
0.4361499938964844 5.182843649167681e-08
0.4371499938964844 9.51906809277937e-08
0.4381499938964844 9.133536938420328e-08
0.43914999389648435 1.0361410721514298e-07
0.44014999389648435 1.2538089131967447e-07
0.44114999389648435 1.5878224429697082e-07
0.44214999389648435 1.9350668543182003e-07
0.44314999389648435 1.965162407903244e-07
0.44414999389648435 2.1043378801167814e-07
0.44514999389648435 2.393918334241284e-07
0.44614999389648435 2.7344630224332735e-07
0.44714999389648435 3.348178365235476e-07
0.44814999389648436 4.1514996862840935e-07
0.44914999389648436 4.136798795823576e-07
0.45014999389648436 3.584202770273097e-07
0.45114999389648436 2.3369382183267993e-07
0.45214999389648436 2.1783842081883147e-07
0.45314999389648436 2.187082898469978e-07
0.45414999389648436 2.922845123976003e-07
0.45514999389648436 2.5658660888439046e-07
0.45614999389648436 2.3376042867716432e-07
0.45714999389648436 1.5507252870743888e-07
0.45814999389648436 1.750638184767123e-07
0.45914999389648437 1.9878860774468087e-07
0.46014999389648437 2.711604419245204e-07
0.46114999389648437 3.046333333461209e-07
0.46214999389648437 2.5160733356541543e-07
0.46314999389648437 2.464800541525215e-07
0.46414999389648437 1.4204304798740945e-07
0.46514999389648437 1.3088981554313742e-07
0.46614999389648437 1.0836339417884407e-07
0.4671499938964844 1.3509674380173127e-07
0.4681499938964844 1.6312806565110803e-07
0.4691499938964844 1.696052878388501e-07
0.4701499938964844 2.1393759905347702e-07
0.4711499938964844 1.88324365925949e-07
0.4721499938964844 1.487998736049434e-07
0.4731499938964844 7.636329842538223e-08
0.4741499938964844 1.0696276551690351e-07
0.4751499938964844 9.119329165881615e-08
0.4761499938964844 1.5761776630441994e-07
0.4771499938964844 1.1481482107574456e-07
0.4781499938964844 1.504405985100179e-07
0.4791499938964844 1.173124051925514e-07
0.4801499938964844 1.822422287419319e-07
0.4811499938964844 1.3802422484252317e-07
0.4821499938964844 1.3643135086264616e-07
0.4831499938964844 7.275373199790004e-08
0.4841499938964844 7.192428658974058e-08
0.4851499938964844 4.036946364354638e-08
0.4861499938964844 7.09436970572044e-08
0.4871499938964844 9.899503700240409e-08
0.4881499938964844 1.1854810154668073e-07
0.4891499938964844 1.5855408389972881e-07
0.4901499938964844 2.063798717699683e-07
0.4911499938964844 2.1982842616551247e-07
0.4921499938964844 1.3088601498327065e-07
0.4931499938964844 6.43901446335033e-08
0.4941499938964844 8.687065509308903e-08
0.4951499938964844 1.1206288009151739e-07
0.4961499938964844 1.41340956983803e-07
0.4971499938964844 1.6042314010237628e-07
0.4981499938964844 2.392926186682113e-07
0.4991499938964844 2.769799570728142e-07
0.5001499938964844 2.809213478598909e-07
0.5011499938964844 2.4623043182773566e-07
0.5021499938964844 2.1798816457400487e-07
0.5031499938964844 1.8087187437960179e-07
0.5041499938964844 1.3158239020051433e-07
0.5051499938964844 1.4110850137151308e-07
0.5061499938964844 1.8252303674692882e-07
0.5071499938964844 2.5080258132624696e-07
0.5081499938964844 3.1159899258960244e-07
0.5091499938964844 2.9584939006276223e-07
0.5101499938964844 2.1697925576762914e-07
0.5111499938964844 1.5814740055593762e-07
0.5121500244140625 1.4906134637529235e-07
0.5131500244140625 2.2993023675452507e-07
0.5141500244140625 1.9208466508441942e-07
0.5151500244140625 1.7476353162157764e-07
0.5161500244140625 1.1280843332054739e-07
0.5171500244140625 1.215361694434986e-07
0.5181500244140625 1.4352393992685582e-07
0.5191500244140625 1.8865089321905436e-07
0.5201500244140626 1.9019702612767098e-07
0.5211500244140626 2.397780787620639e-07
0.5221500244140626 3.0352357510230216e-07
0.5231500244140626 4.458103942144791e-07
0.5241500244140626 4.371367216056873e-07
0.5251500244140626 4.1513335379346947e-07
0.5261500244140624 2.822382363129902e-07
0.5271500244140624 2.1922927050906554e-07
0.5281500244140624 2.470312875225823e-07
0.5291500244140624 2.3227724240213221e-07
0.5301500244140624 2.121055738118432e-07
0.5311500244140624 1.628621392531689e-07
0.5321500244140625 2.315623414182887e-07
0.5331500244140625 2.3578623894435524e-07
0.5341500244140625 1.6522088192990243e-07
0.5351500244140625 1.2259384650153354e-07
0.5361500244140625 1.501183766637758e-07
0.5371500244140625 1.4016918813691209e-07
0.5381500244140625 1.2139240121259813e-07
0.5391500244140625 1.1018762253339138e-07
0.5401500244140625 1.5991225570684736e-07
0.5411500244140625 1.3857394440918035e-07
0.5421500244140625 1.176648035854871e-07
0.5431500244140625 1.062904708406778e-07
0.5441500244140625 1.549719713188501e-07
0.5451500244140625 1.6905067960297043e-07
0.5461500244140625 2.2014463271485203e-07
0.5471500244140625 2.273661863770747e-07
0.5481500244140625 2.749272375189725e-07
0.5491500244140625 2.8435541733213336e-07
0.5501500244140625 3.1495025117086095e-07
0.5511500244140625 3.975130312028341e-07
0.5521500244140625 4.403143045945197e-07
0.5531500244140625 4.923927998687659e-07
0.5541500244140625 4.408244805947309e-07
0.5551500244140625 4.3645198780318933e-07
0.5561500244140625 4.3591745149266593e-07
0.5571500244140625 4.309988313859018e-07
0.5581500244140625 3.469475167447753e-07
0.5591500244140625 2.44560702008635e-07
0.5601500244140625 2.2375344188832164e-07
0.5611500244140625 2.7119867607123326e-07
0.5621500244140625 2.7430493395917843e-07
