microns transmission
1.3845671689999999 7.372008546544361e-06
1.386175261 5.552860540979351e-06
1.387783353 2.4011390999159846e-06
1.389391445 3.958963782162381e-06
1.390999537 9.000551137162287e-06
1.392607629 7.0789316686224915e-06
1.3942157210000001 3.270519445194955e-06
1.395823813 6.762124174839035e-06
1.397431905 1.364949119362688e-06
1.399039997 5.749372447838642e-07
1.400648089 1.382608736107981e-06
1.402256181 2.194987677416576e-06
1.403864273 4.363715237046276e-06
1.405472365 4.890352873680137e-06
1.407080457 3.0002688514282726e-06
1.408688549 4.552656207780046e-06
1.410296641 1.7584616714228188e-05
1.411904732 2.483423993218336e-05
1.413512824 1.8610648626991093e-05
1.415120916 1.3091842963369704e-05
1.4167290080000001 9.274551442271847e-06
1.4183371 9.00107838418314e-06
1.419945192 5.494383132839417e-06
1.421553284 8.252426906027639e-07
1.423161376 2.5882169131295676e-08
1.424769468 3.2343462335204073e-06
1.42637756 2.5087112511259297e-06
1.427985652 1.869716420137234e-06
1.429593744 9.840755069635198e-07
1.431201836 3.3167733095997758e-06
1.432809928 5.749641346249428e-06
1.43441802 6.271485829243209e-06
1.436026112 7.1804775450785745e-06
1.4376342039999999 6.7335767594000955e-06
1.439242296 5.752409919364327e-06
1.440850388 6.0520951428563905e-06
1.44245848 8.998840482045117e-06
1.444066571 5.865283763501663e-06
1.445674663 6.385752076317571e-06
1.447282755 4.218105626800873e-06
1.448890847 4.847335748178287e-06
1.450498939 6.773267235411477e-06
1.452107031 2.8862235867419193e-07
1.453715123 1.4476446450541278e-07
1.455323215 9.90697838731276e-06
1.456931307 8.923609018331079e-06
1.458539399 5.08607827960127e-06
1.4601474909999999 1.70547420896402e-06
1.461755583 3.5564341195231264e-07
1.463363675 1e-08
1.464971767 4.63359450783764e-08
1.4665798589999999 1.0372728595793512e-05
1.4681879510000002 1.257747297512675e-05
1.469796043 1.210715201307828e-05
1.471404135 1.0414491580621355e-05
1.473012227 5.694222255313598e-06
1.474620319 5.900344482607141e-06
1.47622841 1.1102706790843429e-05
1.4778365020000002 1.630792481798287e-05
1.479444594 1.6493348002424118e-05
1.481052686 8.954442606819669e-06
1.4826607779999998 3.6423346459214406e-06
1.4842688700000002 4.227605620267004e-06
1.485876962 4.717821285108707e-06
1.487485054 7.420456389181093e-08
1.4890931459999999 1.4021877402726702e-07
1.4907012380000002 2.8322020179424514e-06
1.49230933 2.8507114100309025e-06
1.493917422 8.027839029498241e-07
1.495525514 3.513012472893284e-06
1.497133606 5.801283054335734e-07
1.4987416980000001 6.012179665495317e-06
1.50034979 8.041270157766885e-06
1.501957882 4.72700500902058e-06
1.503565974 9.08317402910013e-06
1.5051740660000001 1.0327423948408678e-05
1.506782158 3.2559010821086577e-06
1.508390249 3.2263872767111603e-07
1.509998341 3.141263895244031e-06
1.5116064329999999 3.4117218603869323e-06
1.5132145250000002 3.084648105983299e-06
1.514822617 1.787100117731059e-06
1.516430709 2.044095355837218e-06
1.5180388009999999 5.324441575693653e-06
1.519646893 3.3285939636686974e-06
1.5212549850000001 8.0579587499402e-06
1.522863077 5.66530345328714e-06
1.524471169 4.234922816740531e-06
1.526079261 2.3335966014624667e-06
1.5276873530000001 7.890466819985703e-08
1.529295445 1e-08
1.530903537 1e-08
1.532511629 4.212871497363778e-08
1.534119721 8.501133256238955e-06
1.535727813 7.483394660986152e-06
1.537335905 3.3679046629847484e-06
1.538943997 1.4515603657325898e-06
1.5405520879999999 3.6661011258289705e-06
1.54216018 6.056365563625384e-06
1.543768272 5.746239403945631e-06
1.545376364 5.1494311030775036e-06
1.546984456 5.5912299815328085e-06
1.548592548 2.1366918850102062e-06
1.5502006400000001 3.1986950563418644e-06
1.551808732 3.658479115210634e-06
1.553416824 3.1196888059650716e-06
1.555024916 8.21933812851713e-06
1.556633008 6.825398008104422e-06
1.5582411 2.1840166799038907e-06
1.559849192 3.523555367908948e-06
1.561457284 5.455985871761219e-06
1.563065376 6.8140086406916485e-06
1.564673468 6.334192950414527e-06
1.56628156 8.503924440273319e-06
1.567889652 1.2289357359477561e-05
1.569497744 6.825311791023994e-06
1.5711058359999999 7.809399647602176e-06
1.5727139270000001 8.48595016824329e-06
1.574322019 5.463046874307644e-08
1.575930111 1.3994659338711214e-07
1.577538203 2.87351635310372e-06
1.579146295 3.4143095193189833e-06
1.580754387 5.844108868104607e-06
1.582362479 7.453637122441489e-06
1.583970571 6.357747657449659e-06
1.585578663 4.308316044088779e-06
1.5871867549999998 4.074138716587182e-06
1.588794847 2.8556991575956758e-06
1.590402939 6.863174943520914e-06
1.592011031 7.707088435282574e-06
1.5936191229999999 7.877965814661654e-06
1.595227215 3.5987920188155278e-06
1.596835307 2.34445606357852e-06
1.598443399 1.3616584622503405e-06
1.6000514909999999 2.4976959470782727e-06
1.6016595830000002 6.062591725074904e-07
1.6032676750000001 2.2147192940329708e-07
1.604875767 4.1298624140526674e-07
1.606483858 2.3160802961878607e-06
1.60809195 5.515459356487633e-06
1.6097000419999998 3.6387382571177975e-06
1.6113081340000002 5.809231678450721e-06
1.612916226 1.0714153575387241e-05
1.614524318 4.422878856999268e-06
1.6161324099999999 1.006933215541595e-06
1.6177405020000002 2.546596652460245e-06
1.619348594 1.9967890679343247e-06
1.620956686 6.427784127652376e-06
1.6225647779999999 9.371243546980335e-06
1.6241728700000002 4.688391075663874e-06
1.625780962 1.6493192655995832e-06
1.627389054 4.466282862519573e-07
1.628997146 1.0251426054382013e-07
1.630605238 1.6758876791935796e-06
1.6322133300000001 3.039183999881193e-06
1.633821422 9.259425949453957e-07
1.635429514 4.353946807394575e-07
1.637037606 1.110014648562036e-06
1.6386456969999998 3.0968543355866335e-07
1.6402537890000002 1.7175833678520838e-06
1.641861881 3.908178338032004e-06
1.643469973 4.908105125111916e-06
1.6450780649999999 7.891480016649814e-06
1.646686157 8.998270281037822e-06
1.648294249 4.531154178273035e-06
1.649902341 4.325851060660607e-06
1.6515104329999999 4.143022094116237e-06
1.653118525 2.8798575367636437e-06
1.6547266170000001 6.371444219009714e-06
1.656334709 4.881586026688829e-06
1.657942801 5.738522753899087e-07
1.659550893 1.0602171199021453e-08
1.661158985 1.5431744656819292e-07
1.662767077 5.084290631576781e-08
1.664375169 3.099611173310114e-08
1.665983261 2.232536081398352e-06
1.667591353 1.0592069501454599e-06
1.669199445 3.4209729743187838e-06
1.670807536 7.80508340240864e-06
1.672415628 7.696378788078188e-06
1.6740237199999999 6.253825605380324e-06
1.675631812 5.0107558195072265e-06
1.6772399040000001 5.594709742949482e-06
1.678847996 5.840214257934786e-06
1.680456088 3.944534327978778e-06
1.68206418 1.4676693144186761e-06
1.683672272 1.740286014717268e-06
1.685280364 2.7402841617937883e-06
1.686888456 1.60675052947183e-06
1.688496548 1.637350672608162e-06
1.69010464 4.039282167700672e-06
1.691712732 4.3343193427069695e-06
1.693320824 2.1389673116087176e-06
1.694928916 1.2337098067348332e-06
1.696537008 1.5916939612425072e-06
1.6981450999999999 2.8050973057209663e-07
1.699753192 1.6062158820053503e-07
1.701361284 5.61293326795588e-06
1.702969375 6.1282724479710275e-06
1.704577467 2.9552233633000642e-06
1.706185559 4.463523500182934e-07
1.707793651 8.012798963016209e-08
1.709401743 1.39057528204062e-08
1.711009835 5.820785431634799e-08
1.712617927 5.291064362643021e-07
1.714226019 1.6633348667473857e-06
1.715834111 2.0624945175808e-06
1.717442203 2.863771510184604e-07
1.719050295 1.1134540520021921e-08
1.7206583869999998 1.015173214878188e-06
1.722266479 4.395262501489933e-06
1.723874571 4.131877902214563e-06
1.725482663 2.4004900822806482e-06
1.7270907549999999 8.988331224964002e-07
1.728698847 9.84801545057276e-07
1.730306939 8.468764715904331e-07
1.731915031 3.4073808609403576e-07
1.7335231229999999 1.3269978181021237e-06
1.735131214 8.669108510359534e-07
1.736739306 8.317289707607554e-07
1.7383473980000002 1.370614430427355e-07
1.73995549 1.745894211093355e-06
1.741563582 3.0519262853877386e-06
1.7431716739999998 4.0178276041730565e-07
1.7447797660000002 2.318091576094994e-08
1.746387858 6.536727847573989e-07
1.74799595 3.104868775973012e-06
1.7496040419999999 3.7051435190974235e-06
1.7512121340000002 1.6630879393752184e-06
1.752820226 6.411017746090765e-07
1.754428318 5.585416976202132e-07
1.7560364099999999 1.3197848052527055e-08
1.757644502 9.988573224515801e-08
1.7592525940000001 2.8501301922172747e-07
1.760860686 1.0095851783659626e-06
1.762468778 2.3992729292784706e-06
1.76407687 3.7496608234298003e-06
1.7656849620000001 4.888453528993215e-06
1.7672930530000002 3.355882365097584e-06
1.768901145 3.1964467738968454e-06
1.770509237 3.1127760478674483e-06
1.7721173289999999 1.6047070327438836e-06
1.7737254210000002 2.5352372313070736e-07
1.775333513 1.3391725312696364e-06
1.776941605 1.8142309250370793e-06
1.7785496969999999 1.744385627744548e-06
1.780157789 3.3102208031843163e-06
1.781765881 5.004657149873373e-06
1.783373973 3.712576962669118e-06
1.784982065 1.936249150966078e-06
1.786590157 1.523778839723059e-06
1.7881982490000001 8.40236250408772e-07
1.789806341 2.1975839360654105e-08
1.791414433 1.8320632628076212e-08
1.793022525 4.3029365450965895e-08
1.794630617 1.2918464107659517e-07
1.796238709 3.7292435102642445e-07
1.797846801 2.9876275783452715e-07
1.799454893 2.0166852455711968e-08
1.8010629839999999 4.141314110030737e-08
1.802671076 2.5663647619586872e-06
1.804279168 3.2215317015969174e-06
1.80588726 3.5105203257643283e-06
1.8074953519999999 4.373480984591054e-06
1.809103444 6.982798892473419e-06
1.8107115360000001 1.1676439106506999e-05
1.812319628 1.2094872482558258e-05
1.81392772 9.120149248283234e-06
1.815535812 4.7570758564535745e-06
1.817143904 6.776677059383504e-07
1.818751996 7.460685482171378e-08
1.820360088 1.034400632371223e-08
1.82196818 1.5123006159958955e-07
1.823576272 5.202192716691976e-07
1.825184364 9.364244268349274e-07
1.826792456 2.3124338667121534e-06
1.828400548 5.79764623610799e-06
1.83000864 7.1174105017173485e-06
1.8316167319999999 8.72370307523097e-06
1.8332248230000001 9.60862644570125e-06
1.834832915 7.223174489883444e-06
1.836441007 7.628027729570325e-06
1.838049099 8.359420669905227e-06
1.839657191 7.009022036937436e-06
1.841265283 4.936436216463066e-06
1.842873375 2.4207859185726452e-06
1.844481467 3.5131598815970817e-06
1.846089559 6.153109103432288e-06
1.847697651 5.344630479765458e-06
1.849305743 3.3499414060722176e-06
1.850913835 2.9701352456120813e-06
1.852521927 4.390165592079639e-06
1.8541300189999999 2.7521119332575004e-06
1.855738111 2.3378145000780473e-06
1.857346203 4.497632440636546e-06
1.858954295 4.888025624195248e-06
1.8605623869999999 4.446787120880131e-06
1.862170479 4.540434204373398e-06
1.863778571 3.63110419092818e-06
1.865386662 4.645737706721182e-06
1.866994754 3.60858098191301e-06
1.868602846 3.2133846438692975e-06
1.870210938 3.3199233298242016e-06
1.8718190300000002 1.8061777640806515e-06
1.873427122 2.466490709874307e-06
1.875035214 1.295534466937923e-06
1.8766433059999998 2.364508651984698e-06
1.8782513980000002 3.5129495295041695e-06
1.87985949 4.278122245622734e-06
1.881467582 3.380217823049162e-06
1.8830756739999999 3.1355379592497947e-06
1.8846837660000002 3.45305923624701e-06
1.886291858 3.170355381038336e-06
1.88789995 3.8252101924041075e-06
1.8895080419999999 4.871654351970352e-06
1.891116134 4.129471203481096e-06
1.8927242260000001 3.585329189965631e-06
1.894332318 3.2560185512460075e-06
1.89594041 8.026493205758269e-07
1.897548501 2.3058079815558743e-06
1.8991565929999998 3.1466522051002493e-06
1.9007646850000002 2.8359570766141757e-06
1.902372777 2.3458279483667206e-06
1.903980869 3.0707386802336466e-06
1.9055889609999999 3.5722600427645952e-06
1.9071970530000002 5.718297097939969e-06
1.908805145 1.0293146803030942e-05
1.910413237 9.265461481042568e-06
1.9120213289999999 7.767320937550026e-06
1.913629421 5.481490114496193e-06
1.9152375130000001 2.62884123342321e-06
1.916845605 1.7370542468777956e-06
1.918453697 6.960689941329939e-07
1.920061789 2.088231831365355e-07
